title,introduction,link,rating,story,illust,origin,day,genre,image,is_done_flag,tags,age
내 남편과 결혼해줘,"하나뿐인 절친과 바람이 난 남편. 
그것도 모자라 시한부인 나를 죽여버렸다. 
그렇게 기구하게 죽어버린 ‘지원’, 기적같이 10년 전으로 돌아왔다…?! 
지원은 미래를 바꾸기 위해, 자신의 시궁창 같던 운명을 절친 ‘수민’ 에게 넘기기로 다짐한다.
그러니까, 나 대신 내 남편과 결혼해줘.​",https://comic.naver.com/webtoon/list?titleId=783769,9.95,LICO,성소작,,,로맨스,https://image-comic.pstatic.net/webtoon/783769/thumbnail/thumbnail_IMAG21_fc14e4e2-e62f-4d77-8f46-9fb05cffa77a.jpeg,TRUE,#로맨스#재벌#다정남#후회물#고자극로맨스#회귀#선결혼후연애#사내연애#소설원작#완결무료#완결로맨스,15세 이용가
어쩌다보니 천생연분,"집에 얹혀산 지 몇 년 차더라..? 
올해 32살을 맞이한 한지아(일하지 않는 프리랜서/무직)는 주변의 결혼하라는 눈칫밥에 오늘도 고통받는데.. 
때마침 명절을 맞이하여 고향에 내려온 소꿉친구 민철 또한 같은 고민이 있었으니.
그러면 쉬운 해결 방법이 있잖아?!? 그렇게 홧김에 결혼한 두 사람.
그런데 막상 결혼해 보니... 어라?? 생각보다 너무 잘 맞는다?!",https://comic.naver.com/webtoon/list?titleId=790245,9.97,꿀타래,담초,,금,로맨스,https://image-comic.pstatic.net/webtoon/790245/thumbnail/thumbnail_IMAG21_3545003845982959922.jpg,FALSE,#로맨스#로맨스코미디#2021 지상최대공모전#선결혼후연애,15세 이용가
여신강림,"네웹 대표 글로벌 인기작! 주경, 수호, 서준. 세 청춘의 두근두근 눈호강 로맨스~♡
메이크업으로 여신이 된 주경이는 꿈과 사랑을 이룰 수 있을까?",https://comic.naver.com/webtoon/list?titleId=703846,9.36,야옹이,야옹이,,화,로맨스,https://image-comic.pstatic.net/webtoon/703846/thumbnail/thumbnail_IMAG21_3617626786448291892.jpg,FALSE,#로맨스#드라마&영화 원작웹툰#인플루언서#삼각관계,12세 이용가
"언니, 이번 생엔 내가 왕비야","약혼자, 언니, 부모. 모든 것으로부터 버려진 그 날, 아리아드네는 14년 전으로 회귀한다.
“젠장! 나는 지금 너에게 구애하는 거라고!”
태도가 완전히 달라진 전생의 약혼자부터,
“울지 마, 아리아드네. 너는 네가 얼마나 예쁜지 모르지?”
그녀에게 첫눈에 반한 다정한 왕자님까지.
이번에야말로 모두에게 복수하고, 왕비가 되리라.",https://comic.naver.com/webtoon/list?titleId=798917,9.97,Omin,테미스,레팔진프,금,로맨스,https://image-comic.pstatic.net/webtoon/798917/thumbnail/thumbnail_IMAG21_ca84bfa2-c1c8-4621-9b4b-26dc745606f5.jpg,FALSE,#로맨스#레드아이스 스튜디오#사이다#회귀#복수극#로판#소설원작,15세 이용가
하루만 네가 되고 싶어,"완벽한 인생이었다, 그 애가 나타나기 전까지는'
반전에 반전을 거듭하는 치밀한 궁중 서스펜스
네이버웹툰 최강자전 19년 대표작.",https://comic.naver.com/webtoon/list?titleId=738487,9.97,삼,삼,,화,로맨스,https://image-comic.pstatic.net/webtoon/738487/thumbnail/thumbnail_IMAG21_66eac5ec-876b-469e-ab05-81261fddde8d.jpg,FALSE,#로맨스#최강자전#2019 최강자전#직진남#이세계#역하렘#삼각관계#로판#두뇌싸움#구원서사#걸크러시,15세 이용가
황후를 훔친 이는 누구인가,"흩날리는 매서운 눈발.
그 속에 덩그러니 남겨진 로젤린은 기꺼이 죽음을 받아들이기로 했다.



살아 있을 이유가 없었다.
가족도, 친구도, 욕망도 남아 있지 않았으니….

고통스러운 추위 속에서 이렇게 얼어 죽는 것도 나쁘지 않겠구나 싶던 그 때,
적국의 대장군, 타몬 크라시스가 버려진 그녀를 훔쳐 달아났다.",https://comic.naver.com/webtoon/list?titleId=805737,9.91,핀쿠,뮬리,Lee jihye,수,로맨스,https://image-comic.pstatic.net/webtoon/805737/thumbnail/thumbnail_IMAG21_c72b400d-fc29-4928-828f-56b3629ce352.jpg,FALSE,#로맨스#로판#소설원작,15세 이용가
시월드가 내게 집착한다,"사랑했던 가족들이 나를 죽였다.
과거로 돌아온 나는 내 목숨과 유산을 지키기로 결심하고 라피레온 대공을 찾아갔다.
그런데 이 대공가, 심상치 않다.

무사히 복수를 마치고, 이혼할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=785251,9.99,승우,한윤설,,일,로맨스,https://image-comic.pstatic.net/webtoon/785251/thumbnail/thumbnail_IMAG21_3919877924477546549.jpg,FALSE,#로맨스#집착물#계약연애#회귀#선결혼후연애#구원서사#소설원작,15세 이용가
마른 가지에 바람처럼,"남편을 잃고, 아이를 빼앗기고, 이제 생매장을 눈 앞에 둔 과부 리에타. 
그 곳에 ‘미친 폐황자’로 불리는 저주받은 땅, 악시아스 성의 대공. 킬리언이 나타났다.
그녀를 데려가겠다고 말하는 킬리언이 인사를 건넨다. “안녕, 요부”",https://comic.naver.com/webtoon/list?titleId=748535,9.98,화음,달새울,,수,로맨스,https://image-comic.pstatic.net/webtoon/748535/thumbnail/thumbnail_IMAG21_fbaf72e0-c829-44ad-b56c-5c60a9fd5705.jpg,FALSE,#로맨스#이세계#구원서사#소설원작,12세 이용가
내가 죽기로 결심한 것은,"태권도 국가대표 선발전을 앞두고 부상을 입은 고3 지오는 뒤늦은 사춘기를 맛보는 중이다.  
온갖 찌질한 생각이 드는 와중에 만나게 된 차결은 살랑살랑 웃어대며 지오를 완전히 홀려 버리는데, 맘 놓고 홀리기엔 차결의 주변 사람들이 어쩐지 위험하다.  
머리로는 경계해야 하는 걸 알지만, 결을 향한 관심은 멈출 수가 없다. 얘… 좋아해도 되는 걸까?",https://comic.naver.com/webtoon/list?titleId=783523,9.97,YUJU,YUJU,,수,로맨스,https://image-comic.pstatic.net/webtoon/783523/thumbnail/thumbnail_IMAG21_cc413d42-89ab-4c7d-a28c-0f698acb169b.jpg,FALSE,#로맨스#폭스남#집착물#청춘로맨스#재회,15세 이용가
버려진 나의 최애를 위하여,"""내 최애를 살려내!""
N회차 정주행할 만큼 애정하던 로판 소설에 빙의한 헤스티아,
엑스트라 of 엑스트라에 빙의한 덕에 주인공들을 직관하고 드디어 맞이한 작품의 엔딩!
엔딩 후 현실로 돌아가게 될 거란 예상은 산산조각이 나고,
소설의 엔딩 후 비하인드가 가장 애정하는 캐릭터였던 서브남 카엘루스의 죽음이라는 충격에서 벗어나기도 전에
소설의 엔딩 직후로 회귀하는데…!
그렇다면 이번엔, 내 최애를 지켜내겠어!",https://comic.naver.com/webtoon/list?titleId=794155,9.97,류호,기묭,김선유,목,로맨스,https://image-comic.pstatic.net/webtoon/794155/thumbnail/thumbnail_IMAG21_ff82104f-a8ce-4bf7-9126-a0caf2e1bb1d.jpeg,FALSE,#로맨스#소설원작,전체연령가
별을 삼킨 너에게,"어둠 같은 현실 속에서도 우리가 빛나는 이유는, 
저마다의 별을 품고 있어서가 아닐까?
별처럼 빛나는 우리들의 성장, 그리고 로맨스.
네이버웹툰 최강자전 19년 대표작.",https://comic.naver.com/webtoon/list?titleId=748831,9.93,ARI,ARI,,목,로맨스,https://image-comic.pstatic.net/webtoon/748831/thumbnail/thumbnail_IMAG21_b08f61b4-c656-4e16-8d07-c3ea3a64c77c.jpg,FALSE,#로맨스#최강자전#2019 최강자전#친구>연인#연상연하#연예계#삼각관계,15세 이용가
시한부인 줄 알았어요!,"3개월 시한부 진단을 받은 블랑셰 공작가의 공녀, 라리에트.
어차피 죽을 몸, 버킷리스트(라 쓰고 미친 짓이라 읽는) 달성을 해보기로 했다.
첫째. 사랑하지도 않는 나이 많은 약혼자 엿 먹이기.
둘째. 괴물 공작 아스라한과 3개월 간 연애하기! 
그러나 그에게서 도망치고 나서야 깨닫고 말았다. 시한부 진단이 완벽한 오진이라는 사실을!",https://comic.naver.com/webtoon/list?titleId=801711,9.98,혜용,에시,최아리,화,로맨스,https://image-comic.pstatic.net/webtoon/801711/thumbnail/thumbnail_IMAG21_bf581fbe-7d3d-4ff6-bfd3-a973f3c65aa1.jpg,FALSE,#로맨스#로맨스코미디#궁중로맨스#계약연애#삼각관계#로판#소설원작,15세 이용가
커플브레이커,"기존의 뻔한 짝짓기 프로그램은 가라! 사랑을 시험하고 싶은 각양각색의 연인들이 한 자리에 모였다. 
누군가는 환승한 연인에게 복수를 위해, 또 어떤 커플은 더 유명해 지고 싶어서 혹은 진실한 사랑을 확인하기 위해... 
초인기 히트 연애 예능 프로그램 <THE 커플 브레이커>를 무대로 펼쳐지는 마라맛 복수 로맨스! 
<자매전쟁> 기맹기, <원수를 사랑하라> 태건 작가의 만남!",https://comic.naver.com/webtoon/list?titleId=804832,9.88,기맹기,태건,,금,로맨스,https://image-comic.pstatic.net/webtoon/804832/thumbnail/thumbnail_IMAG21_6edbde13-770a-495c-98d8-5d1d46fcc045.jpeg,FALSE,#로맨스#2030연애#계약연애#현실로맨스#걸크러시,12세 이용가
노답소녀,"재벌가 손녀인 가빈은 친구 한 명 없는 왕따에 성격까지 노답이다. 
5억원을 대가로 가빈을 비밀리에 경호하기 위해 전학 온 태웅. 
과연 태웅은 정체를 숨긴 채 가빈을 잘 경호할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=756137,9.63,석우,석우,,목,로맨스,https://image-comic.pstatic.net/webtoon/756137/thumbnail/thumbnail_IMAG21_d6dc13d4-d2fa-45f8-a199-7a528bdca7d6.jpg,FALSE,#로맨스#재벌#청춘로맨스#성장드라마,전체연령가
세레나,"""너는 절대로 내 세레니티의 주인이 될 수 없어."" 
세레니티 가문의 유일한 상속자가 된 세레나. 
위태로워진 가문을 살리기 위해, 그녀의 할머니는 그녀를 왕국에서 가장 증오하는 남자와 결혼시켜버렸다. 
무너져가던 세레나를 위로할 수 있는 건 오직 그녀의 애첩 프리드릭 뿐. 
아름답고 찬란했던 세레니티의 그 여름날, 뜨거운 증오와 사랑으로 얽혀버린 세 사람의 이야기.",https://comic.naver.com/webtoon/list?titleId=801475,9.94,정이나,정이나,,토,로맨스,https://image-comic.pstatic.net/webtoon/801475/thumbnail/thumbnail_IMAG21_63818a49-407c-4d1d-8f9a-e541285abdd9.jpg,FALSE,#로맨스#고자극로맨스#혐관로맨스#선결혼후연애,15세 이용가
작전명 순정,"내 남자친구와 절친의 키스를 목격했다. 그것도 하필이면 재수 없는 같은 반 남자애 '고은혁'과 함께.
안 그래도 혼란스러운데.. 사람마다 평생 받을 사랑의 양이 정해져있다고?? 심지어 내가 받을 수 있는 사랑의 양은 '0'???
알거지 운명을 바꿔보려는 수애와, 그런 수애에게 말려든 은혁의 맞바람 작전!
바람피우는 '척'만 하려고 했는데 점점 진짜로 끌린다?! 이 계획... 과연 성공할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=793275,9.96,꼬까리,들덤,,토,로맨스,https://image-comic.pstatic.net/webtoon/793275/thumbnail/thumbnail_IMAG21_3631362972329534562.jpg,FALSE,#로맨스#2021 지상최대공모전#하이틴,전체연령가
약탈 신부,"베르크 남작가의 사생아 루시나에게 일생일대의 기회가 찾아온다. 드래곤의 땅 타야르를 통치하는 대왕이자 정복자 하칸. 
그의 약탈 신부가 되는 조건으로 주어진 또 다른 삶의 기회. 
비록 반쪽짜리 자유라도 절실했던 루시나는 그렇게 미지의 세계로 발을 내딛게 되는데… 절망의 끝을 밝혀 준 단 하나의 사랑 이야기.",https://comic.naver.com/webtoon/list?titleId=804329,9.92,팀 카푸치노,강희자매,,금,로맨스,https://image-comic.pstatic.net/webtoon/804329/thumbnail/thumbnail_IMAG21_d09239e1-4e22-46a7-83df-b7094eceb403.jpg,FALSE,#로맨스#혐관로맨스#인외존재#구원서사#소설원작,15세 이용가
순정빌런,"특수능력을 가진 범죄자를 상대하기 위한 특수경찰이 존재하는 세계. 
평화로운 나날을 보내던 최강의 특수경찰 '한도령'에게 감당할 수 없는 빌런이 찾아온다! 그런데 이 범죄자, 어딘가 이상하다?
최강의 히어로를 사랑하는 최악의 빌런 '박로사'의 우당탕탕 사랑이야기",https://comic.naver.com/webtoon/list?titleId=797731,9.98,세윤,세윤,,목,로맨스,https://image-comic.pstatic.net/webtoon/797731/thumbnail/thumbnail_IMAG21_3d2b5b5a-ffbb-4049-8f85-8caebfcf4243.jpg,FALSE,#로맨스#다정남#로맨스코미디,12세 이용가
북부 공작님을 유혹하겠습니다,"“내 애인인 척 사교계에 들어가.”
전 세계에서 주목하는 톱스타, 셀리나는
촬영 중 갑작스러운 사고로 북부 공작의 땅에 차원 이동한다.
마수에게서 목숨을 구해준 북부 공작, 칼시온은
셀리나에게 자신의 애인인 척 사교계에 들어가
정보를 입수하라는 계약을 제시하는데..",https://comic.naver.com/webtoon/list?titleId=794421,9.97,가천가,은하수,주시하,월,로맨스,https://image-comic.pstatic.net/webtoon/794421/thumbnail/thumbnail_IMAG21_7149805464895174963.jpg,FALSE,#로맨스#로판#소설원작,전체연령가
가짜 동맹,"소꿉친구와 하루아침에 커플이 되었다?!
통제가 강한 부모님들을 안심 시키고 자유롭게 생활하기 위해 동맹을 맺은 두 모범생 ‘윤세이’와 ‘김재하’.
동맹을 들킬 위기를 모면하기 위한 두 사람의 가짜 커플 행세가 시작된다!",https://comic.naver.com/webtoon/list?titleId=788167,9.98,케냠,케냠,,수,로맨스,https://image-comic.pstatic.net/webtoon/788167/thumbnail/thumbnail_IMAG21_9d85dac5-3e9d-4734-9184-95d5c5c8fa5e.jpg,FALSE,#로맨스#소꿉친구#2021 지상최대공모전#계약연애#학원로맨스#친구>연인,12세 이용가
청춘 블라썸,"“푸르지 않아도 괜찮아!”
이제 막 청춘을 시작하고 있는 아이들.
그리고 마냥 아름답지만은 않은 그 시절의 기억들.
봄으로 가기 위한 그들의 성장통.
봄, 여름, 가을, 겨울... 사계절의 빛깔로 담아낸
풋풋하고 알싸한 아이들의 청춘 스토리.",https://comic.naver.com/webtoon/list?titleId=746834,9.97,홍덕,NEMONE,,토,로맨스,https://image-comic.pstatic.net/webtoon/746834/thumbnail/thumbnail_IMAG21_6412ed6b-2288-41df-8715-648a3da9154e.jpg,FALSE,#로맨스#드라마&영화 원작웹툰#학원로맨스#하이틴#캠퍼스로맨스#성장드라마#삼각관계#까칠남,전체연령가
유사연애,"연애는 싫지만 스킨십은 하고 싶은 솔로 1년차 '윤재'. 윤재네 회사에 누가 봐도 인기 있어 보이는 '민석'이 입사한다. 
윤재에게 따로 술을 먹자고도 하지만 잘들어갔냐는 문자는 없고, 아무렇지 않게 듣기 좋은 말을 해대면서도 선을 긋는 듯한 애매모호한 태도의 민석. 
밥도 먹고 영화도 보고 스킨십도 하지만, 사귀지는 않는 우리는 과연 무슨 사이일까? 30대 우리의 연애 아닌 그 어떤 것.",https://comic.naver.com/webtoon/list?titleId=804653,9.95,여은,여은,,화,로맨스,https://image-comic.pstatic.net/webtoon/804653/thumbnail/thumbnail_IMAG21_80417c5a-df93-46b9-9edb-f2e50306d880.jpg,FALSE,#로맨스#폭스남#고자극로맨스#2030연애#현실로맨스#오피스로맨스,15세 이용가
순정말고 순종,"하루에 무려 쓰리잡. 
스물 다섯 지언의 일과 끝에 남는 건 갑질에 시달린 스트레스와 돼지우리같은 집구석 뿐이다. 
그러다 어느날 얻게 된 인형 한 개. 이것만 있으면 대한민국의 탑 배우 남도윤을 가정부로 부려먹을 수있다...?!
2017 최강자전 대상 수상작 <늑대와 빨간모자> 슈안 작가의 차기작!",https://comic.naver.com/webtoon/list?titleId=761461,9.95,슈안,슈안,,월,로맨스,https://image-comic.pstatic.net/webtoon/761461/thumbnail/thumbnail_IMAG21_e3c857a7-900b-4085-969a-75d9127b5a38.jpg,FALSE,#로맨스#로맨스코미디#연예계#삼각관계,15세 이용가
헤어지면 죽음,"완벽한 인플루언서의 삶. 좋아하는 여자와의 썸.
고백만이 남았는데 황당한 테러 사건에 휘말렸다?!
""집착이 아니라 진짜로 우리..! 헤어지면 죽어!!""",https://comic.naver.com/webtoon/list?titleId=783861,9.94,봄소희,KYMA,,수,로맨스,https://image-comic.pstatic.net/webtoon/783861/thumbnail/thumbnail_IMAG21_7571ae6b-a37c-4d12-8193-cb79c857cfaa.jpg,FALSE,#로맨스#레드스트링#인플루언서,15세 이용가
물어보는 사이,"뱀파이어에게 물리면 건강해진다?!
​두통으로 의도치 않게 비호감 연예인이 된 이채이.
우연히 톱스타인 서이준이 뱀파이어이고, 그에게 물리면 한동안 건강해진다는 걸 알게 된다.
물어달라 부탁하는 채이에게 이준은 계약 연애를 제안하는데...​",https://comic.naver.com/webtoon/list?titleId=772725,9.96,성은,성은,,월,로맨스,https://image-comic.pstatic.net/webtoon/772725/thumbnail/thumbnail_IMAG21_b753848a-42fd-44ba-a040-0e72b0fd671d.jpg,FALSE,#로맨스#계약연애#직진남#인외존재#연예계#삼각관계#뱀파이어,15세 이용가
반드시 해피엔딩,"쇼윈도 부부를 끝내는 날, 남편이 죽었다.
슬픔에 잠긴 아내, 연우에게 100일의 시간이 다시 찾아온다!
연우는 남편, 선재의 죽음을 막기 위해 고군분투하는데…
 
두 번째 인생에서야 겨우 시작된 ‘진짜’ 결혼생활.
뒤늦게 썸 타는 부부의 아슬아슬 안달복달 생명유지 로맨스.
‘이번 생은 내가 반드시 해피엔딩으로 해줄 거예요!’",https://comic.naver.com/webtoon/list?titleId=769568,9.96,불사,재림,플아다,토,로맨스,https://image-comic.pstatic.net/webtoon/769568/thumbnail/thumbnail_IMAG21_4122307894377986102.jpg,FALSE,#로맨스#회귀#선결혼후연애#소설원작,15세 이용가
그렇고 그런 바람에휴재,"4년 전 학교를 떠들썩하게 만들었던 불륜녀 오바람이 복학했다.
그런데 복학한 것은 바람만이 아니다? 바람의 주변을 맴돈다는 물귀신 소문..!
바람은 물귀신의 훼방에도 굴하지 않고 즐거운 학교생활을 이어갈 수 있을까?
<라일락 200%> 아니영 작가의 캠퍼스 로맨스 신작!",https://comic.naver.com/webtoon/list?titleId=783527,9.97,아니영,아니영,,금,로맨스,https://image-comic.pstatic.net/webtoon/783527/thumbnail/thumbnail_IMAG21_7147274388288581688.jpg,FALSE,#로맨스#러블리#로맨스코미디#캠퍼스로맨스#인플루언서#걸크러시,15세 이용가
나타나주세요!,"평소보다 특별했던 어느 날, 평범한 대학생 김지용의 꿈속에 정지혜가 나타나기 시작했다.
정지혜에게 첫눈에 반한 김지용은 그녀를 찾아다니기 위해 노력하지만 알고 보니 그녀는.. 2년 전에 자살한 사람이었다?!
그녀를 살리기 위해 고군분투하는 김지용의 달콤살벌 로맨스. 나타나주세요, 내 눈앞에!",https://comic.naver.com/webtoon/list?titleId=770068,9.95,김기현,김기현,,화,로맨스,https://image-comic.pstatic.net/webtoon/770068/thumbnail/thumbnail_IMAG21_b5e21984-464b-4529-91fa-3ecc4428e690.jpg,FALSE,#로맨스#다정남#캠퍼스로맨스#연상연하,15세 이용가
전남편의 미친개를 길들였다,"""아버지, 제게 미쉘 알랑케스를 절단낼 기회를 주세요.""  

죽음을 예감한 순간 라인하르트는 소원을 되뇌였다.
 
정신을 차려 보니, 15년 전 아버지의 장례식으로 돌아와 있었다.
아버지를 죽게 한 원흉인 황태자, 미쉘 알랑케스에게 이혼당하던 그때로.
 
라인하르트는 미쉘의 다리를 찌르고 그로 인해 변방의 영지로 쫓겨나게 된다.
험난한 여정 중, 그녀는 뜻밖의 인물과 조우하게 되는데…….
 
그녀가 주워 온 더럽고 불쌍한 아이.
이전 생에서 그는 전쟁 영웅이자 황제의 사생아,
전남편이 길들였던 미친개였다.",https://comic.naver.com/webtoon/list?titleId=804160,9.98,철무장미,자개,재겸,금,로맨스,https://image-comic.pstatic.net/webtoon/804160/thumbnail/thumbnail_IMAG21_335a77d2-bbcd-4766-83f6-8d90120e9379.jpg,FALSE,#로맨스#소설원작,15세 이용가
베이비 폭군,"가질 수 없었던 화목한 가정, 다정한 부모님.
비참한 결말 끝에 눈을 떠 보니, 환생했다.
그것도 제국의 공주로!

그런데 이 나라 좀 이상하다!
오빠 같은 아빠, 꼬리 하나 달렸을 거 같은 진짜 오빠가
시도 때도 없이 찾아와서 귀찮게 한다!

하지만 가족의 사랑 따위 필요 없어!
이번 생엔 조용히 지내다가 떠날 거야!
그랬는데! 분명 내 목표는 그랬는데!
황궁의 숲을 주질 않나, 성을 하사하질 않나,
이젠 심지어 한 살인 나에게 나라를 주겠다고?!

이 나라는 미쳤다!!

“안 돼! 이대로 나의 조용한 생활을 포기할 순 없어!”",https://comic.naver.com/webtoon/list?titleId=807019,9.95,아원,이흰,,수,로맨스,https://image-comic.pstatic.net/webtoon/807019/thumbnail/thumbnail_IMAG21_35128d6b-4a62-48d2-a908-222d47bcfe4e.jpg,FALSE,#로맨스#육아물#소설원작,전체연령가
흑막 여주가 날 새엄마로 만들려고 해,"친구들과 장난삼아 쓴 '피폐 소설' 속에 시민 1로 빙의했다. 
그리고 저세상급 딸바보력을 자랑하는 여주인공의 아버지 헨스톤 공작에게 정체를 들켜버렸다. 문제는......
​“그럼 내 딸이 피폐 소설에서 어떻게 되는 거지?” 
​""......뭐? 남주가 열 명?""
​행복하지 못한 딸의 미래를 바꾸기 위해 독립전쟁도 불사하겠다니. 이대로 두었다간 여러 목숨이 위험하다. 
​​""제가 여주님을 지켜드리겠어요!"" 그렇게 딸바보 공작님과의 동거가 시작됐다. 그런데 쪼그만 여주님이 어쩐지 좀 이상하다. 왜 자꾸 네 아빠랑 날 엮는 건데?",https://comic.naver.com/webtoon/list?titleId=770523,9.98,이산시,하리힌,목감기,목,로맨스,https://image-comic.pstatic.net/webtoon/770523/thumbnail/thumbnail_IMAG21_b0c43bf3-14b8-4b43-970f-ced56b793582.jpg,FALSE,#로맨스#육아물#빙의#로판#소설원작,전체연령가
우리 집 고양이 보고 갈래?,"고양이 3마리, 강아지 2마리, 그리고 사랑하는 남편 ♥︎
완벽한 날들이 이어지고 있었는데… 
갑자기 10년 전으로 회귀해버렸다?!
애기들을 다시 만나고 남편도 처음부터 꼬셔야만 한다니!
난이도 극상, 가족 되찾기가 시작된다!",https://comic.naver.com/webtoon/list?titleId=805743,9.94,삼태,삼태,,화,로맨스,https://image-comic.pstatic.net/webtoon/805743/thumbnail/thumbnail_IMAG21_7bb206cc-46b8-4745-9fce-4ce73bcd068e.jpg,FALSE,#로맨스#회귀#캠퍼스로맨스#동물,15세 이용가
나랑X할래?,"성인웹툰작가를 꿈꾸는 봄, 정작 현실 남자들에게 찌릿함을 느껴본 적은 없다. 오로지 그녀의 심장을 뛰게 하는 건 8년간 꿈에서만 만져 봤던 첫사랑 ‘정태양’뿐… 그 남자가 그녀 앞에 나타났다. 글 작가 ‘써니’님으로!  성인 웹툰 공모전 수상을 위한 동거를 시작하는데 대뜸 내 던지는 태양의 첫 마디 ‘경험 없는 게 그렇게 중요합니까? 그럼 봄님이 알려주시죠’  이 동거… 진짜 괜찮은거야?!!",https://comic.naver.com/webtoon/list?titleId=803934,9.86,진자,정생,,토,로맨스,https://image-comic.pstatic.net/webtoon/803934/thumbnail/thumbnail_IMAG21_4fabee83-c9ef-4a00-96f3-0ed4a45b90b5.jpg,FALSE,#로맨스,15세 이용가
황제와의 하룻밤,"술김에 하룻밤을 보낸 남자의 정체가... 무려 황제라고?
겉은 아름다운 남작 영애, 속은 풍파에 쩌든 욕쟁이 할머니 '페넬로페'.
""염병, 남자가 거기서 다 거기지.""
그런 그녀에게 열렬히 구애하는 직진순정파 황제 '바트'!
""나는 네가 필요해.""
직진 황제와 독특한 영애의 본격 발랄 로맨스 판타지!",https://comic.naver.com/webtoon/list?titleId=758671,9.94,예영,INUS,차승현(車昇炫),,로맨스,https://image-comic.pstatic.net/webtoon/758671/thumbnail/thumbnail_IMAG21_8aae95b7-25f1-44f9-8d5a-928482235580.jpg,TRUE,#로맨스#유료화임박#직진남#로판#소설원작#완결무료#완결로맨스,전체연령가
이별 후 사내 결혼,"대기업 K&C 공식 사내 커플인 다원과 태현, 
결혼까지 탄탄대로일 것 같았지만 태현의 바람으로 헤어지고 
그 상대가 태현과 같은 부서의 신입사원 유정이라는 것을 알고 충격에 빠진 다원

그런 그녀를 오래전부터 바라보고 있었다는 남자가 나타났다! 
근데 그 남자가 K&C 만인의 이상형, 제 팀장님이라고요?!",https://comic.naver.com/webtoon/list?titleId=785253,9.96,미믹,이달리.,,월,로맨스,https://image-comic.pstatic.net/webtoon/785253/thumbnail/thumbnail_IMAG21_a9f2b315-32d8-48bf-afbe-4ccdef9cd8d7.jpg,FALSE,#로맨스#오피스로맨스#사내연애#소설원작,15세 이용가
완벽한 결혼의 정석,"남편이 내 동생을 사랑하고 있었다. 
하필이면 내 생일에 그의 진심을 알아버렸고, 그날 나는 죽었다. 그런데… 1년 전으로 돌아왔다?  
다시 살게 된 그날, 나는 결심했다. 
이번에는 내가 동생의 남자와 결혼하기로. 남은 시간은 1년, 그때까지 완벽한 복수를 해야 하는데… 
그런데 이 남자, 너무 완벽하다. 계약 결혼의 상대인 재벌 2세 서도국. 
그의 눈빛에, 그의 입술에 자꾸만 아찔해진다. ‘나, 어떡하지…?’",https://comic.naver.com/webtoon/list?titleId=775631,9.85,영,제리볼,이범배,목,로맨스,https://image-comic.pstatic.net/webtoon/775631/thumbnail/thumbnail_IMAG21_4063147592470967090.jpg,FALSE,#로맨스#혐관로맨스#계약연애#회귀#선결혼후연애#소설원작,15세 이용가
"이러면 안 돼요, 전하!","황태자를 살리기 위해 회귀를 거듭하게 된 제국 최강의 기사, 로제타. 
거듭되는 회귀에도 실패가 계속되자 이번 생에는 호위기사가 아닌 하녀로 입궁하여 황태자를 곁에서 지키기로 한다. 
하녀가 되어 곁에서 살갑게 모셔서 그런 건지... 까칠하기만 하던 전하가 왠지 다정하게 변한 것 같은데?!",https://comic.naver.com/webtoon/list?titleId=805368,9.95,안진애,우라노스,최아리,목,로맨스,https://image-comic.pstatic.net/webtoon/805368/thumbnail/thumbnail_IMAG21_96351617-cd09-4eda-abdd-877a3ec12bcb.jpg,FALSE,#로맨스#회귀#로판#걸크러시#소설원작,전체연령가
하렘의 남자들,"""내 후궁들부터 들이기로 하였다. 한 다섯 정도.""
타리움 제국의 황녀, 라틸. 그녀의 첫사랑 하이신스는 황제가 되기 위해 본국 권력자의 딸과 결혼한다.
충격 받는 라틸. 하지만 그 충격이 가시기도 전에 황태녀가 되고,이복남매의 반란 세력에 맞서 황위를 지켜낸다.
그렇게 여황제가 된 라틸에게 대신들은 국서를 맞을 것을 제안하는데, 뭔가, 심기에 거슬린다.
'왜 여황제는 후궁을 못 들인다는 거지?'
""저도 최소 다섯 명은 후궁으로 두어야겠습니다. 제가 좋다면 하렘으로 들여보내세요,
보고 마음에 드는 사람을 국서로 삼을 것입니다."" 
전무후무한 여황제의 하렘으로, 치명적인 매력의 남자들이 모여든다!",https://comic.naver.com/webtoon/list?titleId=760001,9.96,히어리,영빈,알파타르트,수,로맨스,https://image-comic.pstatic.net/webtoon/760001/thumbnail/thumbnail_IMAG21_c62cf78d-b346-49cf-b847-3062fc51500b.jpg,FALSE,#로맨스#궁중로맨스#이세계#역하렘#로판#소설원작,12세 이용가
